DocumentName,ReportDT,JurisdictionName,OccurDt,FraudEntity,State_County,PayerName,FraudAmt,SettlementAmt,JailTime,FraudType,FraudTypeAll,CaseStatus,SchemeSummary
d-c-dentist-and-hygienist-found-guilty-in-scheme-to-defraud-d-c-medicaid-of-4-million_361d95716ed8.pdf,2026-03-04,"U.S. Attorney's Office, District of Columbia",2017-01 to 2022-03,"Steven A. Price (dentist, operator of Washington Smile Center); Keidi C. Moore (dental hygienist)","District of Columbia (Washington, Northwest Washington)",D.C. Medicaid,4000000.0,,,Phantom Claims,Phantom Claims,convicted at trial,"A dentist and his hygienist submitted repeated D.C. Medicaid reimbursement claims for clinical crown lengthening procedures and space maintainers that were never performed, in some cases billing more than 30 crown lengthenings and more than 20 space maintainers for a single patient over a few years, causing over $4 million in payouts."
dallas-laboratory-owners-and-investors-pay-24m-to-resolve-covid-19-testing-fraud-allegations_b8b2b759aaba.pdf,2026-07-23,"U.S. Department of Justice - Civil Division; U.S. Attorney's Office, Northern District of Texas",2020-04 to 2021-09,Magnolia Diagnostics (clinical laboratory); John Bains (owner); Kelly Bains (owner); Magnolia Diagnostics investors,Texas - Dallas County (Dallas),Medicare,,24000000.0,,FakeEncounter,FakeEncounter; Falsify certificate,civil settlement,"Lab required senior living communities seeking COVID-19 testing to also receive expensive respiratory pathogen panels, using prepopulated requisition forms with preselected RPP tests and diagnosis codes treated as blanket standing orders (two allegedly altered to cover additional facilities), and ran RPPs on frozen specimens weeks or months later, billing Medicare for thousands of medically unnecessary panels; owners and lab pay $19.2M and investors an additional $4.8M."
delafield-man-sentenced-to-18-months-imprisonment-for-conspiracy-to-pay-healthcare-kickbacks_767e75b119db.pdf,2026-02-03,"U.S. Attorney's Office, Eastern District of Wisconsin",2018 to 2020,"Bruce Johnson (co-owner, Kestrel Medical LLC); Michael Comino (50% owner, Kestrel Medical LLC); Kestrel Medical LLC (DME supplier)",Wisconsin - Oconomowoc (Delafield),Medicare,2000000.0,2000000.0,22,kickback_Bribery For Referral,kickback_Bribery For Referral; other,sentenced,"Owners of a durable medical equipment company paid kickbacks to purported marketing companies in exchange for signed doctors' orders/prescriptions for orthotic braces, which Kestrel then billed to Medicare, collecting over $2 million; Johnson also transferred $150,000 to a company of his co-defendant to divest Kestrel of assets before bankruptcy. Johnson received 18 months and over $2 million restitution; co-defendant Comino received 22 months plus restitution."
dish-wireless-llc-to-pay-more-than-17m-to-resolve-false-claims-act-and-administrative-allegations-related-to-f_1db11dc78062.pdf,2026-05-06,"U.S. Department of Justice, Civil Division (Commercial Litigation Branch, Fraud Section) and U.S. Attorney's Office for the District of Columbia",2021-05 to 2022-02,"DISH Wireless LLC (wholly owned subsidiary of EchoStar Corporation, operating Boost Mobile)","Colorado - Englewood (company headquarters); internal sales employees in Texas, Florida, New York and West Virginia",Federal Communications Commission - Emergency Broadband Benefit Program (EBBP) and Affordable Connectivity Program (ACP),,17280240.0,,Ineligible beneficiary enrollment,Ineligible beneficiary enrollment; Falsify certificate; Phantom Claims,civil settlement,"DISH enrolled more than 130,000 subscribers into the FCC's EBBP and ACP broadband subsidy programs based on purported attendance at Community Eligibility Provision schools, collecting up to $50 per subscriber per month (EBBP) and $30 per month (ACP); internal sales staff trained third-party agents to submit applications with incorrect school information, resulting in over 16,000 households enrolled on the basis of schools more than 25 miles away with no verified attendance, 130 households using dependents over age 21, more than 66,000 subscribers with no school-aged student identified, and over 2,400 duplicate beneficiaries, with executives failing to correct the problem from September 2021 through April 2022."
district-of-arizona-announces-charges-involving-over-1-2-billion-in-false-or-fraudulent-claims-as-part-of-nati_6c78fb8d1258.pdf,2026-06-23,"U.S. Attorney's Office, District of Arizona",2021-12 to 2024-06,"Susie Kamien (medical biller); Jimmy Muyumbu (owner/operator, Motherland Counseling LLC); Sandra Peters (sales representative); Brian Rowan (Vice President of Sales, amniotic wound allograft company)","Arizona - Maricopa County (Phoenix, Glendale)",Medicare; Arizona Medicaid (Arizona Health Care Cost Containment System - AHCCCS); TRICARE; CHAMPVA; commercial insurers,1200000000.0,104463.0,,kickback_Bribery For Referral,kickback_Bribery For Referral; FakeEncounter; Phantom Claims; Money laundering of proceeds,charged,"Four defendants charged in the District of Arizona in schemes totaling over $1.2 billion: Rowan, a VP of Sales for an amniotic wound allograft company, allegedly paid hundreds of millions in kickbacks, bribes and rebates to sales reps and providers, concealed via sham inflated invoices and shell-company pass-through accounts, causing medically unnecessary allografts to be applied to elderly and hospice patients and $1.2 billion in claims to Medicare, TRICARE, CHAMPVA and commercial insurers (about $614 million paid, Rowan personally netting over $24 million); biller Kamien submitted over $918 million and sales rep Peters over $10 million in allograft claims that were medically unnecessary and kickback-tainted; Muyumbu billed AHCCCS approximately $44.9 million (about $36.7 million paid) through a Phoenix substance-abuse clinic for services not provided or so substandard as to have no treatment value, targeting Native American members of the American Indian Health Program, and laundered proceeds into Phoenix-area real estate."
doctor-convicted-at-trial-for-defrauding-irs-and-health-care-insurers_f01bc137f6a0.pdf,2026-01-29,"U.S. Department of Justice, Criminal Division and U.S. Attorney's Office, District of Massachusetts",2009 to 2019,"Dr. Pankaj Merchia (sleep medicine physician, controlled several sleep medicine companies)",Massachusetts - Norfolk County (Brookline); Massachusetts - Suffolk County (Boston); Florida - Palm Beach County (Boca Raton),Private health insurance companies (unnamed commercial insurers),390000.0,,,Phantom Claims,Phantom Claims; other; Money laundering of proceeds,convicted at trial,"From 2017 to 2019 Merchia billed commercial insurers millions of dollars — up to hundreds of thousands per patient — for sleep apnea machines that his former patients had not used for years and in some cases had returned to him, using proceeds to buy a $2.1 million Brookline home; he separately billed over $390,000 (the only quantified insurance figure) for treating his own brother, and after being told he could not bill for a family member, created a new medical business in a nominee's name to keep the payments flowing. He also failed to report over $6.5 million in income from 2009 to 2019 by falsely claiming a co-conspirator owned the businesses via a sham 2008 sale."
doj-and-seattle-based-fidalab-llc-settle-allegations-it-inflated-bills-to-government-health-care-programs_0ef248f451fd.pdf,2026-01-12,"U.S. Attorney's Office, Western District of Washington",,"FidaLab, LLC (Seattle medical testing laboratory)",Washington - King County (Seattle),Medicare,,2000000.0,,Unbundling,Unbundling,civil settlement,"FidaLab sought permission to bill a series of urinary tract infection tests as a single panel; after that request was denied, it billed the same tests under multiple separate billing codes instead of one code, inflating charges to Medicare. The lab paid $2 million to resolve the False Claims Act allegations without admitting fault and agreed not to bill patients for the unallowed costs."
dominican-national-pleads-guilty-to-federal-fraud-charges_ad0deedfa03d.pdf,2026-03-23,"U.S. Attorney's Office, District of Rhode Island",,William Jose Alejandro Arias Amador,Rhode Island - Providence,Medicaid,,,,other,other; Falsify certificate,pleaded guilty,"Defendant, a Dominican national residing in Providence, used a U.S. citizen's identity and Social Security number to apply for and obtain Medicaid and SNAP benefits for which he was ineligible; he pleaded guilty to false representation of a Social Security number, health care fraud and wire fraud."
dominican-national-pleads-guilty-to-illegal-reentry-misuse-of-social-security-number-and-benefits-fraud_1ff1e8f9d0f5.pdf,2026-04-02,"U.S. Attorney's Office, District of Rhode Island",,Jesus Matos Perez (beneficiary; Dominican national residing illegally in the U.S.),Rhode Island - Providence,Medicaid,75000.0,,,Beneficiary eligibility fraud (stolen identity),Beneficiary eligibility fraud (stolen identity); other,pleaded guilty,"For roughly ten years the defendant used the stolen identities, dates of birth and Social Security numbers of two U.S. citizens to enroll in and collect approximately $75,000 in combined Medicaid, SNAP and unemployment benefits for which he was not eligible; he pleaded guilty to illegal entry, false representation of a Social Security number, health care fraud and wire fraud."
dominican-national-sentenced-for-fraudulently-obtaining-social-security-benefits-and-medicare-coverage-using-s_74c310a91704.pdf,2026-06-22,"U.S. Attorney's Office, Southern District of Florida",2021-02 to 2025-08,"Juan Francisco De La Cruz Mejia (Dominican national, beneficiary)",Florida - Miami-Dade County (Miami Springs),Medicare; Social Security Administration (Title II disability benefits),3400000.0,,52,other,other; Phantom Claims,sentenced,"Defendant used a stolen U.S. citizen's name and Social Security number to collect $105,057.90 in Social Security Title II disability benefits and to enroll in Medicare in April 2021; under that stolen identity he obtained medical services, prescription drugs and DME, causing providers to bill Medicare Parts A, B and D approximately $3.4 million, of which Medicare paid about $108,057.63."
dominican-nationals-sentenced-in-federal-benefits-fraud-cases_ad9ec9cbac53.pdf,2026-07-13,"U.S. Attorney's Office, District of Rhode Island",,"Jesus Matos Perez (Dominican national, benefits recipient using stolen identities); William Jose Alejandro Arias Amador (Dominican national, benefits recipient using stolen identity)",Rhode Island,Medicaid,75000.0,,18,Identity theft benefits fraud,Identity theft benefits fraud; other,sentenced,"Two Dominican nationals used stolen Social Security numbers and identities of U.S. citizens to enroll in and receive Medicaid, SNAP and unemployment benefits they were ineligible for; Matos Perez obtained roughly $75,000 in benefits over about ten years using two stolen identities and received 18 months, while Arias Amador used a stolen identity to obtain Medicaid and SNAP benefits and received 12 months and one day."
dozens-charged-with-health-care-fraud-in-federal-and-state-cases-involving-5-76-million-in-billings-to-pennsyl_1f16e6dd9499.pdf,2026-08-04,"U.S. Attorney's Office, Eastern District of Pennsylvania",2023-07 to 2026-05,"Joseph Pizzo (Medicaid recipient); Tiziana Taormina (personal care aide); Donna Romsteadt (Medicaid recipient); Alyssa Cuculino (home care aide); Louise Israel (home care aide); Elexis Cuculino (Medicaid recipient); Albert Coccia Jr. (Medicaid recipient); Santino Coccia (home care aide); Sean Murray (home care worker); Charles Bowie (home care worker); Khaleelah Williams (owner, Benevolent Home Health LLC); Saleemah Davis (owner, Benevolent Home Health LLC); Benevolent Home Health LLC (home care agency)",Pennsylvania - Philadelphia County (Philadelphia); Pennsylvania - Bucks County,Medicaid (Pennsylvania Medicaid),5760000.0,,,Phantom Claims,Phantom Claims; Falsify certificate; kickback_Bribery For Referral,charged,"Across three federal cases (plus related state charges), home care aides and Medicaid recipients allegedly submitted false clock-ins and billed Pennsylvania Medicaid for personal home care services never rendered - claiming hours while aides were incarcerated, hospitalized, working other jobs (construction, rideshare/food delivery), vacationing overseas (Saudi Arabia, Jamaica, Colombia), trafficking drugs, or even deceased. Amounts span multiple defendants: approx. $160,000 (Pizzo/Taormina), $445,000 (Romsteadt et al.), $211,000 (Coccias), $400,000 (Murray, who also paid kickbacks to clients to participate), $600,000 (Bowie), and $224,000 (Williams/Davis/Benevolent Home Health), with the overall announced total of $5.76 million in Medicaid billings including state cases."
eastern-district-of-louisiana-u-s-attorneys-office-collects-over-900-000-000-in-civil-and-criminal-actions-in-_1aacd0a5d593.pdf,2026-01-28,"U.S. Attorney's Office, Eastern District of Louisiana",,Shiva Akula (owner of healthcare agencies),Louisiana,Medicare,,4700000.0,,other,other,convicted at trial,"Annual collections announcement; the only health care matter described is defendant Shiva Akula, who was found guilty at trial of health care fraud (18 U.S.C. § 1347), with approximately $4.7 million in restitution to Medicare collected between October 2024 and April 2025 through Writs of Execution and the sale of his healthcare agencies. The document does not describe the billing mechanics of the underlying scheme."
eastern-iowa-occupational-therapist-convicted-in-drug-tampering-scheme_b1e6549703e6.pdf,2026-05-13,"U.S. Attorney's Office, Northern District of Iowa",2024-11 to 2025-03,Eric Leo Newsom (licensed occupational therapist; owner/operator of occupational therapy company),Iowa - Linn County (Cedar Rapids),,,,,Drug diversion/tampering,Drug diversion/tampering,pleaded guilty,"A licensed occupational therapist diverted narcotics from current and former patients: he picked up an elderly hospice patient's hydrocodone prescription from a pharmacy and substituted score-marked zinc tablets in the container, leaving her without pain medication for two days before her death; he also burglarized assisted-living apartments to steal narcotics from other residents."
edmond-doctor-pays-110-000-to-settle-civil-penalty-claims-stemming-from-allegations-of-controlled-substance-re_852ea460011d.pdf,2026-05-11,"U.S. Attorney's Office, Western District of Oklahoma",2024-01 to 2025-07,"Edward Shadid, MD (board-certified spinal surgeon; operator of Spine & Pain Care of Oklahoma clinics in Edmond and Lawton)",Oklahoma - Edmond; Oklahoma - Lawton,,,110000.0,,Controlled substance recordkeeping violation,Controlled substance recordkeeping violation,civil settlement,"The United States alleged that Dr. Shadid transferred Schedule II controlled substances between his Edmond and Lawton clinics without using DEA Form 222s, failed to keep accurate records of Schedule IV transfers, did not obtain a separate DEA registration for the Lawton clinic, and failed to maintain a biennial inventory; he paid $110,000 in civil penalties without admitting liability."
el-paso-doctor-enters-200-000-settlement-following-state-and-federal-fraud-allegations_654b07ced668.pdf,2026-01-22,"U.S. Attorney's Office, Western District of Texas",2017-12 to 2021-05,Dr. Brian August (physician),Texas - El Paso County (El Paso),Medicare Part D; Texas Medicaid,,200000.0,,FakeEncounter,FakeEncounter; other,civil settlement,"Dr. August allegedly issued 255 controlled substance prescriptions (Schedule II and IV opioids, benzodiazepines and other drugs) to 15 patients without a legitimate medical purpose, documented medical necessity, or compliance with Texas pain-treatment requirements; because the patients were Medicare Part D and/or Texas Medicaid beneficiaries, the resulting pharmacy claims were not reimbursable. He paid $200,000, including $44,380.55 restitution to Medicare Part D and $994.22 to Texas Medicaid, and surrendered his DEA registration and medical license."
eye-practice-and-physician-owner-agree-to-pay-415-000-to-resolve-allegations-of-false-claims-to-medicare_17789be6ef6a.pdf,2026-04-22,"U.S. Attorney's Office, District of Massachusetts",2018-09 to 2020-03,The Mitchell Eye Center (Florida ophthalmology practice); Dr. Alan Mitchell (ophthalmologist and former owner),Florida,Medicare; Veterans Health Administration,,415000.0,,kickback_Bribery For Referral,kickback_Bribery For Referral; FakeEncounter; Falsify certificate,civil settlement,"Mitchell Eye Center received per-referral payments from diagnostics company Eyecuity, PLLC (disguised as fair-market-value rent and administrative service payments) for referring patients for transcranial doppler (TCD) tests, and its physicians signed Eyecuity-supplied order forms falsely documenting a rare Vertebrobasilar Insufficiency diagnosis to establish medical necessity so Eyecuity could bill Medicare and the VA for the unnecessary tests."
eyepoint-pharmaceuticals-to-pay-4-6-million-to-resolve-false-claims-act-allegations_1697ff41092f.pdf,2026-07-17,"U.S. Department of Justice, Civil Division (Commercial Litigation Branch, Fraud Section) and U.S. Attorney's Office, District of Massachusetts; U.S. District Court for the District of Massachusetts",2019-01 to 2023-03,"EyePoint Pharmaceuticals, Inc. (pharmaceutical manufacturer, headquartered in Massachusetts)",Massachusetts,Medicare; Medicaid,,4678982.0,,kickback_Bribery For Referral,kickback_Bribery For Referral,civil settlement,"After launching DEXYCU, an injectable drug for ocular inflammation after cataract surgery, EyePoint allegedly induced Ambulatory Surgery Centers to purchase and dispense the drug by running an 'Assurance Program' that reimbursed or compensated ASCs when insurers denied claims or paid below the ASCs' acquisition cost, and by giving excessive free samples, resulting in tainted claims to federal health care programs; resolved by a $4,657,463.18 federal payment plus $21,518.68 to participating states and a five-year Corporate Integrity Agreement, with the qui tam relator AFCE LLC receiving $791,768.74."
false-claims-act-settlements-and-judgments-exceed-6-8b-in-fiscal-year-2025_cebb971256d3.pdf,2026-01-16,"U.S. Department of Justice, Civil Division, Office of Public Affairs",,,,Medicare; Medicaid; TRICARE,,6800000000.0,,other,other,other,"Annual Justice Department statistical report, not an individual case: False Claims Act settlements and judgments exceeded $6.8 billion in fiscal year 2025, of which over $5.7 billion involved the health care industry (federal losses to Medicare, Medicaid and TRICARE), with emphasis on managed care, prescription drug, and medically unnecessary care matters; 1,297 qui tam suits were filed and qui tam-related recoveries exceeded $5.3 billion."
fayetteville-resident-charged-in-nearly-1-million-pandemic-relief-scam_192898100b84.pdf,2026-08-03,"U.S. Attorney's Office, Eastern District of North Carolina",,"Ronald Ray Brock II (applicant/owner); MedCom Medical Messaging, Inc.; Physicians Answering Group Exchange, Inc.; Answer Pronto, Inc.",North Carolina - Cumberland County (Fayetteville),U.S. Small Business Administration (Paycheck Protection Program),996668.5,,,Pandemic relief loan fraud,Pandemic relief loan fraud; Falsify certificate; Phantom Claims,charged,"Brock allegedly obtained $996,668.50 in PPP loans in the names of three shell companies (medical answering/messaging businesses) by falsely claiming they had 14-57 employees and monthly payroll of $32,000-$121,000, when the companies had no operations, employees or payroll; he supported the applications with fabricated tax returns and other falsified documents, obtained duplicate loans for one company through two lenders, and made further false statements to obtain SBA loan forgiveness."
federal-charges-announced-in-multi-million-dollar-medicaid-fraud-scheme-and-prescription-drug-diversion-conspi_268d961ec0f4.pdf,2026-06-25,"U.S. Attorney's Office, Eastern District of Wisconsin",2019 to 2025-09,Jasmine Cooper (operator of a prenatal care coordination agency); Jerry Jones III (physician/DEA-registered prescriber),Wisconsin - Milwaukee County (Brown Deer); Wisconsin - Ozaukee County (Mequon),Wisconsin Medicaid,5800000.0,294851.0,,Phantom Claims,Phantom Claims; Upcoding; Prescription drug diversion,charged,"Cooper, authorized to operate a prenatal care coordination agency serving at-risk pregnant women, submitted thousands of false claims to Wisconsin Medicaid for services beneficiaries never received and misstated the duration, frequency, date and nature of services, billing over $5.8 million and being paid over $5.4 million, and used another person's means of identification without authority. Separately charged in the same announcement, Dr. Jerry Jones III conspired to distribute Adderall, Ritalin and other controlled substances outside the usual course of professional practice, agreeing to forfeit $294,850.72 in proceeds; the office noted four similar prenatal care coordination schemes costing Wisconsin Medicaid over $15.5 million in total."
federal-charges-filed-in-two-separate-cases-involving-non-emergent-medical-transportation-fraud_932339a35daf.pdf,2026-02-10,"U.S. Attorney's Office, District of Colorado (with the Colorado Attorney General's Office / Medicaid Fraud, Abuse & Neglect Unit)",2022-03 to 2023-10,"Ashley Marie Stevens (owner, Armistead Twin Rides, LLC); Wesam Yassin (owner, Sama Limo)",Colorado - Mesa County; Colorado - Douglas County,Colorado Medicaid,4300000.0,,,Phantom Claims,Phantom Claims; Upcoding; Money laundering of proceeds,charged,"Two separately indicted non-emergent medical transportation (NEMT) providers billed Colorado Medicaid for rides that never occurred or had no related medical appointment: Stevens billed over $1 million through Armistead Twin Rides, including more than $400,000 for rides for herself and family, over $150,000 for rides that did not occur or went to non-medical destinations, and more than $450,000 for purported 400+ mile trips; Yassin billed about $3.3 million through Sama Limo, including roughly $283,000 for 64 rides for one beneficiary of which about $165,000 was for rides billed after the beneficiary's death. Proceeds were allegedly spent on a luxury vehicle, a home, jewelry, travel and cosmetic surgery (figures span both defendants)."
federal-grand-jury-returns-indictments-in-significant-tax-fraud-cases_e28f6941df5c.pdf,2026-04-07,"U.S. Attorney's Office, Western District of Tennessee",2019-02 to 2023-01,"Yoshi Dawn Matthews (tax preparer); Ricky Darnell Matthews (operator of DYM Financial Services); DYM Financial Services; Julie Robinson Wade (business owner, granite fabrication company)",Tennessee - Shelby County (Memphis),,1438000.0,,,Tax fraud,Tax fraud; Falsify certificate,charged,"Two separate indictments announced together: Yoshi Dawn Matthews prepared and filed federal income tax returns for clients between February 2019 and January 2023 falsely claiming the fuel tax credit (asserting taxpayers used hundreds of thousands of gallons of fuel), filed through DYM Financial Services operated by her son Ricky Darnell Matthews, causing an approximate $1,438,000 tax loss; separately, Julie Robinson Wade allegedly failed to file quarterly employment tax returns and failed to pay over approximately $147,676 in income, Medicare and Social Security taxes withheld from her granite company's employees (2019-2022). No health care payer was involved."
federal-health-care-fraud-takedown-targets-455-defendants-and-6-5-billion-in-false-claims_e570b3d8e9ce.pdf,2026-06-23,"U.S. Attorney's Office, Western District of Missouri",2023-12 to 2024-07,Darcee Jo Heath (purported graduate practical nurse); Romond E. Holt (personal care services provider); Carolyn S. McGinnis (Medicaid recipient); Kevin E. Oliver (personal care services provider),"Missouri - Camden County (Linn Creek); Missouri - Jackson County (Kansas City, Independence); Missouri - Ray County (Richmond)",Medicaid (Missouri Medicaid),13938.0,,,Phantom Claims,Phantom Claims; Falsify certificate,charged,"Three defendants allegedly submitted false Missouri Medicaid claims for personal care services never rendered because the recipients were hospitalized or in long-term rehabilitation facilities: Holt filed 32 claims ($4,743.61), McGinnis filed 35 claims for an attendant who was not providing care while she was not living at home ($3,022.94), and Oliver filed 82 claims ($6,171.40). A fourth defendant, Heath, allegedly forged college records and a nursing diploma to obtain hospital employment as a graduate practical nurse. Figures span multiple defendants; announced as part of the 2026 National Health Care Fraud Takedown charging 455 defendants nationwide with over $6.5 billion in false claims."
federal-jury-convicts-three-women-for-conspiracy-to-commit-wire-fraud-related-to-rocky-hill-pharmacy_c8f5aa74b456.pdf,2026-03-13,"U.S. Attorney's Office, Eastern District of Tennessee",,Tiffany Haney; Anne Warren; Tina Roper; Rocky Hill Pharmacy,Tennessee - Knox County (Knoxville),Medicare; Medicaid (TennCare),,,,Falsify certificate,Falsify certificate; Phantom Claims; other,convicted at trial,"Three women associated with Rocky Hill Pharmacy altered healthcare providers' prescriptions without authorization to add medications, and submitted claims to Medicare, TennCare and other payors for the added drugs; some prescriptions were fabricated entirely using providers' names/identities without authorization."
federal-jury-finds-memphis-physician-guilty-of-adulterated-and-misbranded-medical-devices-and-health-care-frau_cb6901037dd4.pdf,2026-01-08,"U.S. Attorney's Office, Western District of Tennessee",2019-09 to 2024-04,"Sanjeev Kumar (physician/gynecologic oncologist, operator of Poplar Avenue Clinic)",Tennessee - Shelby County (Memphis),Medicare; Medicaid,41000000.0,,240,FakeEncounter,FakeEncounter; other,convicted at trial,"Kumar and the advanced practitioners he supervised performed over 15,000 in-office hysteroscopy-with-biopsy procedures on 5,559 Medicare and Medicaid patients between September 2019 and April 2024, billing more than $41 million (netting over $4.8 million from Medicare and Medicaid) for procedures that were not medically necessary and were performed with adulterated, improperly reprocessed or reused single-use hysteroscopes and graspers. A related release notes he was later sentenced to 20 years in prison."
federal-jury-finds-mother-and-daughter-guilty-of-medicare-fraud-scheme-and-payment-of-illegal-kickbacks_a16e1e957dd7.pdf,2026-03-26,"U.S. Attorney's Office, Southern District of California",,"Cindy Justice (owner and president of PureScience Rx); Ashleigh Davis (operations manager, licensed pharmacy technician); PureScience Rx (pharmacy)",California - San Diego County (Poway),Medicare,4900000.0,,,kickback_Bribery For Referral,kickback_Bribery For Referral; FakeEncounter; Falsify certificate; other,convicted at trial,"Owners of a Poway pharmacy paid marketers commissions based on Medicare reimbursements for prescriptions generated by telemarketing call centers and sham telehealth encounters with no legitimate examination, concealing the kickbacks with sham contracts and fabricated hourly invoices; many prescriptions were issued using stolen nurse practitioner identities, and expensive medically unnecessary drugs (including non-FDA-approved 'footbath' drugs) were billed to Medicare, which paid over $4.9 million."
felon-indicted-in-multimillion-dollar-healthcare-kickback-and-false-documents-conspiracy_143c0a761476.pdf,2026-06-24,"U.S. Attorney's Office, Eastern District of North Carolina",,"Murad ""Mike"" Ayyad (owner/controller of laboratories and other entities)",North Carolina,Medicare; Health Resources Services Administration (HRSA); TRICARE; other payers,,,,kickback_Bribery For Referral,kickback_Bribery For Referral; Falsify certificate; FakeEncounter,charged,"Ayyad allegedly solicited and received kickbacks from clinical laboratories (including two in which he had de facto ownership) in exchange for generating referrals for laboratory testing billed to Medicare, HRSA and TRICARE, and paid kickbacks (meals, cash and in-kind payments) to independent contractor sales reps and providers to induce referrals; dozens of sham invoices and contracts were created to conceal the payments, at least one of which was given to federal investigators."
first-assistant-united-states-attorney-sarcone-announces-ten-capital-region-actions-five-arrests-and-civil-set_6ade711bea2e.pdf,2026-06-23,"U.S. Attorney's Office, Northern District of New York",2020-01 to 2025-03,"Joseph Carl (owner/manager, Carl's Cab); Randolph Ekstrom (manager, Carl's Cab); Muhammad Zishan (manager, Latham Taxi Inc.); Madiha Javed (manager, Latham Taxi Inc.); Ghazali Shaikh (manager, Latham Taxi Inc.); Douglas C. Cline, M.D. P.C. d/b/a Chronic Pain Management; Douglas C. Cline, M.D. (owner); Laurie McKenna (nurse practitioner); Aptihealth Inc. and Aptihealth Medical, PLLC (telehealth behavioral health provider)","New York - Saratoga County (Clifton Park, Saratoga Springs); New York - Montgomery County (Canajoharie); New York - Warren County (Glens Falls, Queensbury, Bolton Landing); New York - Albany County (Latham)",Medicaid (New York State); Medicare,4962655.0,800000.0,,kickback_Bribery For Referral,kickback_Bribery For Referral; Phantom Claims; Upcoding; FakeEncounter; other,charged,"Two Medicaid non-emergency transportation companies (Carl's Cab and Latham Taxi Inc.) allegedly paid Medicaid recipients cash, controlled substances and other things of value to induce them to use their rides to medical appointments including methadone clinics, and the Latham Taxi defendants also allegedly falsified trip data to overbill and bill for trips never provided, obtaining $4,296,374.02 and $666,281.42 in Medicaid reimbursements respectively; separately, a pain clinic and its owner/nurse practitioner paid $500,000 to resolve allegations of prescribing high-dose opioids tied to recurring cash payments without adequate oversight, and a telehealth behavioral health provider paid $300,000 over billing Medicare/Medicaid for services not rendered or undocumented, billing administrative tasks as medical services, and giving gift cards to induce recipients to receive services."
five-ophthalmology-practices-agree-to-pay-nearly-6m-to-resolve-allegations-of-fraudulent-claims-to-medicare-an_cf7146fee55c.pdf,2026-01-15,"U.S. Department of Justice, Civil Division and U.S. Attorney's Office, Middle District of Florida",2018-01 to 2022-06,Clay Eye Holdings LLC (ophthalmology practice); Retina Macula Specialist of Miami LLC (ophthalmology practice); Florida Eye Institute P.A. (ophthalmology practice); Miami Eye LLC (ophthalmology practice); Kendall Eye Institute Inc. (ophthalmology practice),Florida,Medicare; Medicaid (Florida Medicaid),,5975000.0,,kickback_Bribery For Referral,kickback_Bribery For Referral; FakeEncounter; Falsify certificate,civil settlement,"Five Florida ophthalmology practices performed trans-cranial doppler ultrasounds (TCDs) on thousands of patients and billed Medicare and Medicaid hundreds of dollars per test, attributing to patients a serious qualifying diagnosis that nearly none of them actually had and that appeared neither in their medical history nor in the TCD results; the practices paid a third-party testing company based on the volume or value of tests ordered and referred patients to that company's preferred radiology group for the professional component, in alleged violation of the Anti-Kickback Statute and Stark Law. Settlement figures total $5,975,000 across the five practices, of which $333,500 goes to Florida's Medicaid share and $1,135,250 to the qui tam whistleblower."
florida-doctor-pleads-guilty-to-making-false-statements-in-connection-with-multi-million-dollar-health-care-fr_6082285e3dd7.pdf,2026-03-23,"U.S. Attorney's Office, District of Massachusetts",2020-02 to 2020-06,Simon Grinshteyn (Florida-based doctor),,Medicare,3100000.0,,,Falsify certificate,Falsify certificate; FakeEncounter,pleaded guilty,"Grinshteyn worked with a purported telemedicine company and signed pre-populated medical records and doctors' orders for medically unnecessary genetic testing and DME for Medicare beneficiaries he never contacted or examined; DME suppliers and laboratories then used the signed orders to bill Medicare, which paid over $3.1 million."
florida-laboratory-agrees-to-pay-9-8m-to-resolve-false-claims-act-liability-relating-to-self-disclosure-of-com_7cee312e2e3c.pdf,2026-07-20,"U.S. Department of Justice, Civil Division, Commercial Litigation Branch, Fraud Section",,NeoGenomics Laboratories Inc. (clinical laboratory),Florida,Medicare,,9813260.0,,kickback_Bribery For Referral,kickback_Bribery For Referral,civil settlement,"The government alleged NeoGenomics, through its Laboratory Clinical Initiative, gave 28 health care providers laboratory consulting services (to set up in-house flow cytometry and FISH capabilities) at below fair market value to induce referrals of clinical laboratory tests, and paid independent consultants compensation varying with the volume or value of referrals for identifying provider customers, violating the Anti-Kickback Statute and Stark Law; NeoGenomics self-disclosed and paid $9,813,260."
florida-laboratory-owner-pleads-guilty-to-52m-medicare-fraud-scheme-involving-genetic-tests_44aef75826ba.pdf,2026-01-29,"U.S. Attorney's Office, Southern District of Florida",,"Sean Alterman (owner/operator of Live Beyond Medical MGMT, LLC and Dynix Diagnostics LLC); Live Beyond Medical MGMT, LLC; Dynix Diagnostics LLC; Shivv LLC (shell company); Shank LLC (shell company)",Florida - Palm Beach County (Lake Worth),Medicare,52000000.0,,,kickback_Bribery For Referral,kickback_Bribery For Referral; FakeEncounter; Falsify certificate; Money laundering of proceeds,pleaded guilty,"Alterman's two labs bought doctors' orders for expensive genetic tests from patient recruiters who used deceptive telemarketing and 'doctor chasing' faxes falsely claiming a mutual patient relationship to get physicians to sign prescriptions for medically unnecessary tests; the labs billed Medicare about $52 million and were paid about $36 million, with roughly $5.5 million flowing to Alterman through shell companies Shivv LLC and Shank LLC. He agreed to forfeit his Lake Worth estate and a 2022 Rolls Royce Ghost."
